edad,sueldo,experiencia,a�os_empleo,etiqueta,pais
26,35436,1,7,A,Argentina
42,45212,14,7,C,Estados Unidos
34,77394,4,1,B,Argentina
35,74980,4,8,A,Peru
50,58903,14,1,C,Mexico
53,90063,1,9,C,Canada
63,79296,9,5,B,Peru
55,75486,2,4,A,Canada
62,86030,11,6,A,Estados Unidos
49,58832,2,6,C,Urugay
32,78960,5,3,A,Estados Unidos
43,62553,13,2,B,Canada
40,77898,13,8,C,Urugay
37,84272,13,8,A,Argentina
55,73203,10,4,A,Urugay
30,76016,3,4,C,Mexico
33,71280,3,9,C,Peru
20,82571,8,1,C,Canada
47,41281,8,5,C,Urugay
60,60632,1,5,B,Urugay
33,75895,1,2,C,Urugay
24,54139,3,4,C,Estados Unidos
60,32281,4,9,B,Mexico
21,72308,3,1,C,Estados Unidos
50,90381,10,1,B,Canada
20,56793,7,3,C,Canada
50,87160,10,3,C,Urugay
35,34643,4,3,B,Peru
50,49496,7,9,B,Urugay
55,77278,13,3,B,Peru
64,37116,13,7,B,Argentina
21,60203,1,1,C,Argentina
53,71054,9,4,A,Urugay
52,32444,4,4,C,Canada
24,98054,9,4,B,Estados Unidos
30,82790,5,4,B,Urugay
51,66077,4,4,B,Argentina
30,44126,4,7,B,Estados Unidos
20,55600,9,9,B,Argentina
51,33631,3,2,B,Argentina
34,49952,11,2,B,Mexico
50,56366,14,3,C,Peru
60,60332,2,5,A,Urugay
58,75452,14,4,B,Argentina
64,64916,4,3,A,Peru
58,93256,7,4,B,Peru
62,73980,12,9,A,Urugay
54,47996,7,3,C,Canada
49,75038,6,8,B,Peru
63,33736,14,1,C,Urugay
55,55757,13,5,B,Estados Unidos
36,74721,2,3,B,Mexico
53,66644,4,8,A,Canada
30,81516,4,4,C,Mexico
43,90948,2,9,A,Urugay
27,51364,13,1,A,Estados Unidos
58,29127,13,2,A,Urugay
34,28925,9,7,A,Canada
22,87070,1,2,C,Mexico
27,67901,1,9,A,Peru
35,29378,6,6,C,Mexico
27,35553,12,2,C,Canada
46,92059,14,7,A,Peru
21,46707,3,6,A,Argentina
64,32598,8,6,C,Argentina
45,80904,7,2,B,Urugay
32,35612,3,3,B,Urugay
32,94940,13,1,A,Estados Unidos
31,40611,5,5,A,Peru
49,85012,7,5,C,Estados Unidos
33,50483,7,3,A,Estados Unidos
63,60701,7,4,C,Peru
49,82493,6,7,A,Canada
48,47471,1,8,A,Mexico
32,94734,8,3,B,Canada
47,85298,9,8,B,Estados Unidos
53,36298,5,6,B,Urugay
63,34262,2,7,A,Estados Unidos
29,59041,9,5,C,Mexico
23,52040,5,9,B,Estados Unidos
22,37216,6,2,B,Peru
58,74809,9,2,C,Argentina
22,83923,12,6,B,Mexico
27,82846,2,9,C,Mexico
39,93645,3,3,A,Argentina
50,45324,9,5,A,Peru
40,76699,13,8,C,Peru
62,38083,8,4,C,Mexico
33,28100,4,5,C,Argentina
30,43985,8,4,A,Urugay
55,35403,2,2,B,Mexico
35,61599,7,7,C,Peru
31,43803,14,2,B,Peru
57,97213,2,9,A,Argentina
62,94615,8,9,B,Argentina
54,39429,1,3,B,Estados Unidos
52,40733,13,1,C,Peru
58,73457,13,4,C,Argentina
25,90452,3,6,B,Estados Unidos
48,44218,12,4,C,Peru
23,74746,7,5,A,Canada
33,65416,5,5,A,Mexico
39,46287,13,3,C,Urugay
40,72070,4,1,A,Mexico
58,35622,14,3,A,Estados Unidos
55,95394,4,3,B,Mexico
52,63758,10,1,C,Urugay
53,45610,3,1,C,Urugay
46,54051,3,2,C,Urugay
51,35247,6,5,A,Argentina
55,91424,7,2,A,Estados Unidos
34,53130,14,6,B,Urugay
55,38511,7,3,C,Mexico
56,96529,14,8,B,Peru
37,88270,5,4,C,Peru
63,80458,9,1,C,Estados Unidos
46,30808,9,5,A,Argentina
60,64599,13,4,C,Peru
38,27937,9,8,A,Mexico
64,41928,8,1,C,Peru
58,44817,4,7,A,Urugay
49,58555,8,7,B,Peru
38,80557,2,1,B,Urugay
22,95791,8,5,A,Mexico
25,32506,3,9,A,Peru
49,54051,6,5,A,Urugay
31,72155,7,4,C,Estados Unidos
21,48514,9,7,B,Urugay
31,29593,13,4,A,Estados Unidos
61,84754,4,6,B,Peru
59,67658,12,9,B,Estados Unidos
20,40962,2,7,A,Estados Unidos
63,85507,8,6,A,Peru
20,25698,3,3,B,Urugay
51,67050,8,6,B,Canada
37,28012,7,9,A,Canada
57,80732,5,1,A,Estados Unidos
39,69470,4,2,B,Urugay
58,30487,11,3,B,Mexico
34,81152,14,3,A,Urugay
60,58219,12,7,B,Canada
50,58874,4,2,A,Mexico
54,57913,13,4,C,Argentina
51,71252,13,2,A,Mexico
34,25711,9,9,A,Canada
42,74897,14,6,A,Peru
43,38873,14,8,A,Canada
21,72869,12,9,B,Peru
58,80329,13,6,A,Peru
25,27204,6,4,B,Mexico
26,92720,5,4,C,Canada
53,52400,10,2,A,Argentina
46,80647,10,9,C,Peru
49,65794,4,8,B,Estados Unidos
21,78552,2,1,A,Urugay
22,35439,10,4,A,Canada
36,66806,11,3,B,Mexico
27,33195,6,3,C,Mexico
24,57371,8,3,B,Peru
46,95489,2,7,B,Argentina
22,97792,3,6,A,Canada
42,31017,6,5,B,Peru
62,55659,1,2,B,Canada
30,37206,5,7,B,Peru
38,80000,7,3,B,Peru
25,92208,7,1,B,Peru
42,25742,2,1,B,Peru
58,47132,7,6,B,Argentina
36,99464,5,8,C,Argentina
40,32160,5,2,C,Canada
35,60812,7,4,C,Urugay
63,34698,10,6,A,Estados Unidos
59,95079,13,3,C,Urugay
64,52799,14,9,C,Estados Unidos
36,32934,5,8,C,Urugay
39,38028,1,7,A,Mexico
21,79377,11,3,B,Peru
33,54368,13,6,A,Mexico
47,30873,12,9,A,Peru
33,92571,2,2,A,Canada
28,70641,12,1,C,Peru
53,67165,7,4,C,Peru
45,91396,13,9,C,Estados Unidos
59,25219,14,6,A,Canada
49,59994,1,7,C,Mexico
31,71572,10,8,A,Argentina
62,83072,14,5,C,Argentina
28,80540,6,7,C,Urugay
48,63491,13,3,A,Mexico
45,62722,12,5,C,Urugay
64,27836,12,8,A,Argentina
52,88843,1,2,C,Urugay
37,27017,7,9,B,Argentina
37,41170,6,3,C,Urugay
35,34636,1,7,A,Estados Unidos
55,63943,5,2,A,Urugay
38,89278,14,1,A,Estados Unidos
21,85721,12,7,B,Urugay
46,52191,13,5,C,Estados Unidos
25,70174,5,7,B,Estados Unidos
20,41789,13,2,C,Argentina
63,71169,4,8,B,Estados Unidos
30,26203,12,9,C,Urugay
40,94207,13,4,C,Urugay
28,64977,6,7,B,Mexico
63,28488,9,9,B,Peru
56,43247,11,3,B,Peru
50,58569,14,9,B,Urugay
39,63809,6,8,B,Estados Unidos
31,49549,4,6,B,Canada
38,45153,12,5,B,Argentina
61,75830,7,9,C,Estados Unidos
59,67275,8,8,C,Canada
25,53634,2,2,A,Peru
53,86516,7,8,B,Estados Unidos
53,63448,3,1,C,Argentina
49,87514,4,3,A,Argentina
64,94865,3,5,B,Peru
33,28799,4,5,A,Argentina
26,40711,7,3,B,Peru
32,46616,12,6,B,Mexico
32,68268,8,6,A,Urugay
29,97886,8,1,C,Urugay
37,84283,4,8,A,Canada
35,53038,14,8,A,Argentina
22,52536,7,7,A,Argentina
30,57141,9,9,C,Mexico
32,85035,14,8,A,Mexico
31,99419,12,5,A,Urugay
42,41796,2,4,A,Peru
26,35020,9,6,A,Canada
36,78477,11,8,A,Estados Unidos
63,74118,11,1,C,Canada
30,96528,6,1,B,Estados Unidos
21,49136,5,3,B,Canada
57,60724,12,8,A,Estados Unidos
46,54969,3,6,A,Urugay
21,32681,2,1,B,Estados Unidos
29,35374,11,3,C,Estados Unidos
43,92772,7,5,A,Argentina
45,41119,2,6,B,Canada
58,92204,4,6,A,Mexico
23,38326,1,9,C,Peru
64,80560,13,7,C,Canada
63,77222,8,4,A,Canada
30,45599,9,3,A,Estados Unidos
54,81543,8,6,A,Peru
53,40820,13,1,B,Peru
20,69782,10,2,A,Argentina
31,61122,13,9,C,Mexico
21,50361,10,4,A,Argentina
20,45106,13,5,C,Mexico
31,90560,6,4,C,Peru
62,41300,10,8,B,Peru
41,49482,10,5,B,Peru
22,65861,2,7,B,Mexico
35,42173,13,1,C,Urugay
32,57823,14,6,A,Canada
29,94704,14,1,C,Peru
45,75129,11,3,A,Estados Unidos
46,50225,5,2,A,Mexico
38,56083,11,7,C,Peru
34,82760,9,2,A,Argentina
30,72668,8,2,B,Canada
57,43465,2,3,C,Canada
21,93870,2,3,B,Estados Unidos
41,98394,7,2,C,Canada
27,91515,2,5,C,Estados Unidos
44,40443,14,2,A,Estados Unidos
36,90046,3,1,A,Urugay
50,85263,14,3,C,Canada
23,38027,1,8,B,Argentina
35,26749,12,2,A,Argentina
38,62029,2,1,C,Argentina
61,82046,8,9,B,Argentina
60,97044,1,6,B,Argentina
60,55265,1,7,B,Urugay
47,80688,9,7,B,Urugay
33,90285,6,1,C,Argentina
47,86807,5,9,A,Argentina
45,31802,10,7,B,Mexico
36,83641,4,1,B,Argentina
30,67109,1,6,B,Estados Unidos
36,97242,14,3,B,Urugay
57,86485,11,9,B,Estados Unidos
33,74537,10,9,B,Argentina
57,95630,7,9,A,Peru
60,80702,7,8,A,Peru
35,82976,4,1,A,Estados Unidos
27,73433,3,4,C,Canada
55,55451,11,1,B,Urugay
55,78208,5,9,C,Peru
37,26427,3,1,C,Argentina
30,88729,14,3,C,Argentina
59,27876,14,6,C,Canada
22,57264,6,3,C,Urugay
32,64025,10,1,C,Argentina
31,76215,11,3,C,Peru
62,72775,10,1,A,Peru
33,90037,1,6,B,Canada
45,49900,1,3,A,Peru
33,92326,7,6,C,Urugay
51,78226,10,5,C,Estados Unidos
43,95577,7,3,A,Peru
52,67407,1,2,B,Mexico
59,53242,14,7,A,Argentina
32,92324,10,7,B,Argentina
23,51034,2,3,C,Urugay
62,73381,4,3,A,Argentina
62,62868,5,3,A,Mexico
59,70676,12,2,C,Canada
42,46631,3,1,A,Urugay
52,94151,2,2,A,Argentina
26,29562,5,5,A,Urugay
60,84626,6,9,C,Estados Unidos
39,59084,4,1,B,Mexico
55,77738,3,1,C,Mexico
40,63123,1,8,C,Canada
58,76605,4,4,C,Estados Unidos
46,61505,2,4,B,Peru
46,42799,10,9,A,Peru
30,67579,4,1,A,Canada
54,33020,8,1,A,Estados Unidos
44,95536,10,8,A,Argentina
20,79158,12,4,A,Argentina
27,33524,3,6,A,Mexico
28,83530,11,8,C,Argentina
64,84687,8,4,B,Mexico
35,75801,3,2,C,Peru
58,52230,11,9,A,Urugay
44,86108,9,6,A,Estados Unidos
58,56304,10,2,B,Urugay
45,66177,5,5,C,Argentina
37,70654,7,8,B,Argentina
23,36604,12,2,C,Estados Unidos
46,53492,7,1,B,Peru
60,44290,8,4,A,Mexico
20,68890,11,8,A,Peru
40,95975,1,4,A,Estados Unidos
37,39631,10,8,A,Peru
37,51341,1,4,C,Mexico
57,43901,4,4,A,Canada
40,62118,12,6,C,Peru
52,27293,11,3,A,Peru
48,35687,2,9,B,Canada
29,29042,6,5,B,Canada
51,85026,11,5,C,Canada
20,62575,7,1,C,Peru
26,88387,10,4,B,Estados Unidos
52,78323,7,5,B,Argentina
20,50082,10,7,A,Argentina
51,99114,7,5,A,Peru
22,83027,1,7,A,Urugay
27,33971,10,5,C,Peru
54,34440,13,5,B,Argentina
62,53930,4,6,B,Mexico
50,49023,1,1,C,Urugay
49,95964,9,8,A,Estados Unidos
20,46776,2,9,C,Peru
34,57640,7,6,C,Peru
28,75755,4,9,B,Argentina
43,69458,8,1,C,Urugay
47,38590,3,6,C,Canada
57,94138,6,4,A,Peru
47,44686,7,1,C,Mexico
34,97394,14,4,A,Argentina
58,42386,13,8,B,Estados Unidos
53,86277,2,4,C,Estados Unidos
30,85649,2,2,C,Peru
34,40729,1,9,C,Peru
60,29006,14,9,B,Peru
44,36860,8,1,B,Canada
34,61524,9,6,B,Peru
22,49536,4,5,C,Urugay
29,72818,6,2,B,Argentina
34,84934,1,2,C,Canada
31,31390,4,5,A,Argentina
38,74168,3,3,C,Canada
37,63128,1,5,B,Mexico
28,89417,7,7,B,Mexico
51,61912,11,9,C,Mexico
48,33539,4,1,C,Peru
58,38698,9,8,C,Mexico
21,70411,4,5,C,Urugay
51,25004,8,3,B,Estados Unidos
21,84435,9,5,B,Urugay
55,72956,1,9,C,Argentina
36,81758,12,2,B,Estados Unidos
26,89875,4,5,C,Urugay
41,51423,3,7,A,Argentina
24,87282,4,3,C,Canada
43,33841,14,7,C,Estados Unidos
21,85968,14,8,C,Canada
32,49156,1,2,C,Peru
41,58373,7,9,B,Argentina
37,88057,2,5,B,Estados Unidos
29,51004,14,6,C,Argentina
38,29375,3,2,B,Argentina
50,62518,1,4,C,Canada
60,68404,11,2,C,Peru
25,88684,4,1,B,Mexico
63,84385,4,1,A,Argentina
20,68650,14,1,A,Peru
29,34742,7,1,C,Mexico
36,58526,14,3,A,Peru
53,76860,2,8,B,Estados Unidos
40,79452,12,6,A,Mexico
28,46878,8,5,A,Canada
53,27204,4,1,A,Mexico
56,33272,7,4,C,Urugay
57,28304,10,1,A,Argentina
53,39182,4,4,B,Argentina
48,66077,10,5,C,Canada
32,73300,3,5,B,Canada
39,73536,6,1,B,Argentina
51,32332,5,9,B,Mexico
34,31424,8,5,C,Canada
34,55386,13,8,C,Estados Unidos
20,65304,13,4,A,Peru
41,94950,6,3,A,Urugay
60,35517,12,4,B,Mexico
38,53621,7,4,C,Mexico
50,34870,7,7,C,Urugay
26,30775,6,9,C,Urugay
46,77343,14,6,C,Canada
22,83355,7,3,B,Estados Unidos
20,57676,1,3,A,Canada
43,29134,6,1,C,Urugay
48,31875,5,3,B,Canada
50,50268,7,5,B,Argentina
47,28552,11,5,B,Canada
55,86331,12,9,A,Argentina
40,28845,1,4,A,Urugay
54,90646,5,7,B,Argentina
62,62842,4,9,A,Urugay
43,31002,9,3,A,Peru
22,97029,14,3,A,Canada
45,86380,12,6,A,Peru
23,47306,14,1,C,Peru
34,65034,14,9,B,Mexico
35,56182,8,1,B,Argentina
47,94878,9,1,A,Mexico
57,28216,14,8,A,Urugay
45,37836,2,5,B,Urugay
59,34405,12,5,B,Estados Unidos
49,31469,3,2,A,Canada
35,35694,8,4,C,Peru
22,38727,11,6,B,Argentina
38,52843,10,8,A,Canada
31,63939,9,9,B,Argentina
47,55861,12,8,C,Estados Unidos
55,92610,11,8,B,Urugay
63,62921,14,4,C,Mexico
56,27886,9,3,B,Canada
57,79072,3,3,C,Argentina
41,56987,14,4,B,Canada
45,85023,8,2,C,Argentina
41,84129,9,2,C,Canada
38,59151,9,5,B,Estados Unidos
41,33833,6,6,C,Estados Unidos
32,91476,10,7,C,Mexico
30,97778,7,9,A,Canada
43,93680,1,5,C,Canada
43,84285,5,9,A,Canada
41,63459,14,6,A,Estados Unidos
39,48370,11,7,A,Estados Unidos
52,77589,11,9,A,Argentina
32,38443,12,3,A,Canada
46,36516,7,6,C,Estados Unidos
53,96564,3,8,C,Mexico
31,93017,2,4,A,Canada
32,79425,11,5,C,Mexico
31,52151,13,8,B,Mexico
45,70321,6,6,A,Canada
63,72143,7,4,C,Mexico
44,59261,3,5,C,Mexico
51,36870,6,3,B,Urugay
21,75864,10,1,A,Urugay
61,77454,8,5,A,Estados Unidos
53,65391,6,8,C,Estados Unidos
23,50670,14,1,A,Canada
60,72466,13,4,B,Argentina
42,65422,8,2,A,Peru
52,32744,12,1,A,Argentina
38,67579,4,1,B,Estados Unidos
49,51862,11,9,C,Peru
64,70989,14,3,C,Peru
53,60041,3,7,A,Estados Unidos
58,28657,7,3,C,Peru
30,61661,7,2,C,Urugay
53,75576,10,5,C,Estados Unidos
62,40909,10,5,A,Mexico
64,92349,9,9,C,Peru
26,40548,5,9,A,Argentina
59,54295,5,9,B,Peru
58,86378,1,6,A,Mexico
23,28668,7,9,B,Peru
55,64525,10,7,C,Mexico
49,29187,11,1,C,Argentina
60,69000,5,3,B,Mexico
52,82645,13,7,A,Canada
38,70562,11,2,B,Mexico
48,82992,7,4,C,Argentina
63,95850,8,1,A,Estados Unidos
49,29000,12,6,A,Mexico
34,65253,12,9,A,Mexico
52,57436,10,7,A,Estados Unidos
38,86162,3,4,C,Argentina
34,88224,6,3,C,Canada
56,94787,6,7,B,Estados Unidos
53,36987,5,6,B,Argentina
28,26822,1,3,A,Argentina
36,50652,5,3,B,Canada
58,60063,10,6,A,Canada
47,68439,5,3,A,Canada
41,90234,13,4,C,Mexico
49,61501,11,4,A,Estados Unidos
57,45792,1,1,B,Urugay
59,44673,7,6,A,Estados Unidos
39,50858,13,3,B,Canada
60,81601,9,7,C,Argentina
23,60245,6,1,C,Estados Unidos
53,78691,7,7,C,Peru
20,28401,6,3,A,Peru
32,86413,12,3,C,Peru
25,76489,7,5,B,Mexico
52,99392,1,9,C,Mexico
24,46694,2,8,A,Argentina
52,38995,4,1,A,Urugay
36,80017,5,8,B,Argentina
22,78189,6,9,B,Canada
57,91769,12,4,B,Argentina
36,42421,1,8,B,Peru
57,31616,12,3,B,Urugay
40,32466,11,6,B,Canada
33,73459,9,4,B,Mexico
55,60753,13,9,B,Canada
52,73517,2,3,B,Argentina
60,51113,11,2,A,Mexico
28,50476,10,7,B,Argentina
21,82858,9,2,B,Urugay
51,84838,2,9,B,Peru
25,57014,3,8,B,Urugay
26,62706,6,1,A,Canada
35,42699,4,3,C,Estados Unidos
20,37939,14,2,B,Urugay
37,66741,7,6,C,Urugay
56,29159,14,8,B,Canada
41,40441,13,8,A,Canada
35,78258,13,3,B,Peru
30,36689,4,3,C,Peru
27,37761,14,2,B,Canada
39,38581,2,3,A,Mexico
39,28686,2,5,A,Estados Unidos
53,63228,14,2,A,Argentina
37,67711,7,6,A,Peru
48,48855,3,9,B,Estados Unidos
44,34802,4,3,A,Urugay
24,60337,9,5,A,Mexico
54,95995,8,4,B,Mexico
34,46798,14,9,C,Urugay
47,68736,2,1,C,Argentina
57,74428,7,2,B,Urugay
45,52096,13,1,A,Peru
30,80038,7,8,A,Canada
26,82350,4,9,C,Mexico
25,96481,6,4,A,Estados Unidos
63,54749,5,9,A,Canada
21,29959,14,5,C,Peru
28,92469,4,4,C,Argentina
55,86081,12,4,B,Urugay
55,65279,14,8,A,Canada
22,31213,2,1,C,Mexico
44,96082,6,3,C,Canada
57,66030,9,4,A,Urugay
35,50503,13,2,A,Estados Unidos
38,70286,13,2,B,Canada
23,91531,3,2,C,Peru
53,38499,11,8,B,Argentina
41,55253,4,1,B,Canada
55,38162,4,5,C,Mexico
58,74134,7,2,B,Estados Unidos
42,34412,13,7,A,Peru
43,37320,14,1,B,Canada
22,62845,3,6,B,Estados Unidos
21,51640,6,7,B,Peru
61,55083,4,3,B,Canada
60,95827,8,4,B,Mexico
28,51911,4,4,C,Mexico
23,37770,2,4,B,Argentina
53,49934,10,3,B,Mexico
22,76012,1,5,A,Estados Unidos
32,81362,1,8,B,Urugay
61,83318,11,2,B,Estados Unidos
63,59945,9,8,C,Argentina
56,41139,9,2,A,Argentina
51,41327,10,5,C,Argentina
56,92001,3,6,B,Estados Unidos
22,93220,3,9,C,Estados Unidos
26,75429,5,8,B,Peru
38,81855,14,6,C,Canada
60,63409,6,1,C,Argentina
25,86197,9,7,C,Canada
27,44599,3,6,C,Mexico
31,50510,4,3,A,Canada
42,29954,9,2,B,Argentina
27,63341,13,7,B,Argentina
57,34637,14,1,B,Argentina
47,48605,5,9,B,Urugay
60,63109,12,2,C,Mexico
28,91804,1,9,A,Estados Unidos
55,77616,9,4,A,Argentina
40,67344,4,1,A,Estados Unidos
53,93857,1,5,A,Estados Unidos
22,46831,5,4,C,Argentina
42,74549,12,1,C,Peru
63,32536,3,6,A,Canada
43,89998,12,6,C,Argentina
33,87435,3,8,B,Mexico
57,88583,12,3,C,Estados Unidos
51,55531,1,2,A,Estados Unidos
58,29116,12,4,B,Mexico
63,37748,13,7,A,Canada
38,91837,8,8,A,Urugay
45,44308,1,6,A,Urugay
41,52398,5,5,C,Argentina
62,66865,9,6,B,Argentina
52,60892,11,2,B,Mexico
25,63006,14,6,B,Peru
38,41754,4,1,A,Canada
35,38424,9,5,A,Mexico
56,97917,4,3,B,Estados Unidos
39,50681,11,7,A,Canada
29,62236,4,2,B,Argentina
41,95282,5,3,A,Argentina
30,71516,6,2,B,Estados Unidos
30,55746,3,4,A,Mexico
50,32703,1,7,A,Mexico
20,72415,11,6,B,Mexico
64,74533,9,6,A,Peru
23,91335,8,7,B,Peru
42,41365,10,6,A,Mexico
63,96961,6,5,B,Canada
28,33819,4,5,A,Canada
35,87035,2,6,C,Estados Unidos
52,32391,7,4,A,Argentina
26,83833,1,2,B,Mexico
28,25093,10,4,A,Peru
24,37881,1,8,B,Mexico
48,92663,1,7,A,Peru
36,36541,2,4,C,Argentina
62,40484,13,5,A,Canada
51,69502,3,7,A,Estados Unidos
31,77333,1,4,A,Urugay
45,41277,3,1,A,Estados Unidos
37,89874,4,3,A,Canada
59,33508,11,6,C,Argentina
62,26803,5,8,B,Peru
57,78742,9,3,A,Urugay
54,86115,8,1,C,Canada
57,66066,9,8,C,Estados Unidos
50,60603,10,7,A,Argentina
40,41297,5,5,A,Mexico
40,63902,5,3,C,Peru
23,27584,9,8,B,Peru
21,80860,8,1,A,Argentina
37,95850,10,6,A,Urugay
55,51874,10,1,C,Estados Unidos
26,86640,1,4,B,Canada
39,73413,3,3,B,Mexico
39,29317,12,7,A,Peru
24,72613,4,2,A,Peru
62,78122,7,7,B,Mexico
45,28776,14,8,C,Peru
40,37095,7,8,B,Estados Unidos
60,46949,10,5,B,Estados Unidos
59,91740,6,9,A,Canada
33,30349,12,5,B,Canada
20,51701,5,5,A,Peru
27,33988,2,6,B,Argentina
44,71112,5,9,B,Peru
57,46254,7,4,C,Mexico
27,72549,8,1,C,Canada
35,60700,1,2,C,Estados Unidos
46,63391,1,3,B,Canada
64,98858,11,3,C,Urugay
38,83246,5,5,A,Mexico
30,94100,9,8,C,Peru
24,29030,14,4,A,Argentina
46,48747,13,4,B,Argentina
58,97707,12,4,B,Argentina
25,68468,7,7,B,Urugay
55,84617,9,2,C,Argentina
33,67448,14,5,A,Peru
39,30585,10,3,C,Estados Unidos
22,28959,12,7,C,Peru
57,74659,4,6,A,Argentina
60,99196,4,6,A,Urugay
56,77675,6,9,A,Canada
22,44825,1,1,A,Estados Unidos
61,44875,5,4,B,Peru
46,65556,4,5,B,Argentina
29,32698,14,9,A,Argentina
37,77565,8,1,C,Estados Unidos
60,86564,2,4,A,Estados Unidos
24,56826,12,8,B,Urugay
22,70596,5,8,C,Canada
63,26897,1,1,A,Urugay
64,94626,12,7,C,Mexico
60,73570,2,9,B,Canada
37,56673,14,3,C,Estados Unidos
48,56474,10,1,B,Canada
21,71996,3,3,A,Urugay
59,56225,3,5,A,Estados Unidos
25,95144,14,8,A,Peru
61,89396,4,3,A,Urugay
50,44166,7,3,C,Estados Unidos
22,50767,8,1,A,Peru
23,33093,3,3,C,Urugay
46,84415,3,1,C,Argentina
54,59195,2,7,B,Peru
58,70794,12,5,A,Urugay
51,68784,10,1,A,Canada
54,81947,13,5,B,Urugay
32,96395,1,7,A,Mexico
31,93067,12,8,B,Canada
45,40751,11,3,B,Estados Unidos
54,26876,12,8,C,Peru
64,30096,9,6,C,Argentina
54,87744,12,7,B,Urugay
31,51195,7,4,C,Urugay
36,72163,10,3,A,Estados Unidos
22,49617,5,4,C,Mexico
21,33167,8,9,B,Peru
57,72175,6,3,C,Urugay
50,26954,9,2,B,Urugay
53,53857,10,2,A,Peru
52,52450,14,8,A,Argentina
45,38101,14,1,B,Canada
31,86361,8,1,B,Canada
57,30804,5,6,A,Canada
44,57607,13,4,A,Mexico
42,77017,4,2,A,Mexico
57,62462,10,5,C,Urugay
38,72060,9,3,A,Peru
44,80406,3,9,B,Peru
35,86608,11,3,B,Argentina
43,32053,7,8,B,Canada
47,48564,13,4,C,Peru
31,72179,4,3,B,Argentina
24,41057,11,4,C,Urugay
54,73357,8,7,B,Estados Unidos
48,93032,13,3,B,Peru
22,72458,12,1,B,Canada
56,51154,13,6,A,Mexico
42,77698,8,6,A,Mexico
51,27898,2,6,C,Mexico
40,96370,13,1,C,Canada
61,64148,6,1,B,Argentina
61,53226,13,1,A,Canada
50,99781,7,4,B,Peru
38,39504,10,4,A,Urugay
21,28743,10,4,C,Peru
42,59089,8,8,A,Urugay
57,93634,9,4,C,Argentina
35,25576,4,4,A,Mexico
57,34494,5,9,A,Urugay
63,75727,12,1,A,Canada
57,95802,12,2,C,Canada
26,58911,1,3,B,Canada
47,46951,11,6,B,Canada
23,53598,3,3,B,Urugay
49,91843,8,4,C,Peru
62,78334,1,2,B,Urugay
55,62882,10,3,A,Peru
23,27707,2,2,B,Peru
63,90167,9,2,C,Peru
59,62900,5,2,B,Argentina
50,63718,13,7,A,Estados Unidos
30,64718,3,6,C,Urugay
60,60266,5,9,B,Urugay
23,76173,1,1,C,Urugay
62,41681,12,3,B,Argentina
43,25382,4,9,C,Canada
53,86805,2,4,A,Urugay
43,48138,2,5,C,Argentina
51,81037,13,6,C,Argentina
32,91680,5,4,A,Argentina
34,36140,4,4,A,Canada
28,31564,13,5,A,Argentina
49,26049,10,9,B,Argentina
56,63755,2,3,C,Canada
46,92305,5,1,A,Estados Unidos
20,88941,2,9,C,Canada
25,96236,13,5,C,Canada
29,52624,14,9,C,Canada
53,54417,6,2,B,Estados Unidos
47,37339,14,7,A,Urugay
52,91981,9,3,A,Argentina
61,76771,4,1,A,Mexico
63,72496,11,1,C,Canada
59,44924,10,6,C,Peru
43,25962,3,4,A,Urugay
52,25768,6,4,B,Argentina
63,65082,2,8,B,Mexico
45,68187,4,2,C,Mexico
60,84695,4,7,B,Canada
60,92186,10,8,C,Estados Unidos
36,91768,12,4,A,Estados Unidos
25,69198,6,6,B,Mexico
34,87085,11,3,C,Mexico
62,63595,3,4,B,Estados Unidos
54,38011,4,9,B,Canada
20,43947,8,2,A,Peru
27,77747,7,2,A,Urugay
63,72725,1,8,A,Mexico
22,27233,13,4,B,Urugay
53,46353,8,9,B,Canada
39,66956,8,2,C,Argentina
22,84545,13,8,A,Peru
49,45802,13,1,A,Canada
22,91215,6,1,A,Peru
59,56882,3,2,B,Argentina
64,75649,7,2,B,Argentina
59,99771,5,1,C,Canada
58,69091,14,2,B,Argentina
44,49309,8,4,C,Argentina
37,35567,5,8,A,Argentina
57,93042,1,9,C,Peru
42,81937,6,2,A,Estados Unidos
21,35389,8,3,B,Mexico
52,88321,2,6,C,Argentina
36,78934,5,1,B,Peru
37,59723,8,5,C,Canada
21,56225,13,3,A,Estados Unidos
39,51803,1,1,C,Peru
36,96834,5,9,B,Estados Unidos
27,29051,4,6,B,Mexico
54,99102,14,2,A,Urugay
27,86951,4,4,A,Urugay
24,65732,1,4,C,Argentina
30,87100,14,9,A,Estados Unidos
33,90598,12,9,B,Estados Unidos
55,46878,3,3,A,Estados Unidos
53,55024,3,5,A,Estados Unidos
43,57873,4,1,A,Canada
20,92684,9,1,A,Canada
44,72028,4,3,B,Peru
52,80993,7,9,A,Estados Unidos
54,25858,11,1,B,Argentina
37,83653,7,9,A,Argentina
49,29722,1,4,B,Canada
26,71732,7,8,A,Canada
51,36483,2,7,A,Estados Unidos
55,60267,1,8,C,Argentina
20,44851,5,9,B,Peru
63,80350,2,6,A,Argentina
26,94744,11,7,A,Argentina
37,76037,5,2,C,Mexico
56,90036,14,2,B,Peru
31,63046,5,8,B,Argentina
51,96896,3,9,C,Estados Unidos
25,80607,13,1,A,Canada
46,89929,13,7,C,Peru
34,76919,11,7,A,Urugay
59,72245,2,2,C,Urugay
